Open Time (UTC),Close Time (UTC),Symbol,Open Price,Close Price,Total Size,Closed PNL,Exchange fee paid,Funding fee paid,Realised PNL,ROI
2024-02-27 23:03,2024-02-29 21:28,SUPERUSDT USDT-Margin,1.1489,1.2629,4.60E+02,52.44000000 USDT,0.66565680 USDT,1.06459717 USDT,50.70974603 USDT,47.12%
2024-02-29 15:40,2024-02-29 21:28,AUDIOUSDT USDT-Margin,0.2959,0.2863,1254,-12.03840000 USDT,0.43804728 USDT,0.20360874 USDT,-12.68005602 USDT,-40.01%
2024-02-29 5:34,2024-02-29 21:28,ROSEUSDT USDT-Margin,0.14865869,0.14990861,4583,5.72838000 USDT,0.56838927 USDT,0.16395985 USDT,4.99603088 USDT,3.60%
2024-02-27 19:00,2024-02-29 21:28,MEMEUSDT USDT-Margin,0.037741,0.03262224,13452,-68.85757800 USDT,0.56791577 USDT,0.61995464 USDT,-70.04544841 USDT,-39.44%
2024-02-29 15:48,2024-02-29 21:28,USTCUSDT USDT-Margin,0.03954294,0.03651822,11906,-36.01234000 USDT,0.54335050 USDT,0.16174795 USDT,-36.71743845 USDT,-38.52%
2024-02-28 17:16,2024-02-29 21:28,DOGEUSDT USDT-Margin,0.12026485,0.11944,8.24E+03,-6.79680000 USDT,1.18510080 USDT,4.61801277 USDT,-12.59991357 USDT,-5.12%
2024-02-28 17:10,2024-02-29 21:28,SOLUSDT USDT-Margin,116.4461375,127.459,16.51,181.82236000 USDT,2.41612429 USDT,6.01335088 USDT,173.39288483 USDT,63.35%
2024-02-29 20:23,2024-02-29 21:28,APTUSDT USDT-Margin,12.552,11.99948265,66.3,-36.63190000 USDT,0.97665798 USDT,0.00000000 USDT,-37.60855798 USDT,-26.27%
2024-02-29 20:26,2024-02-29 21:28,WIFUSDT USDT-Margin,0.8025,0.7434,1167,-68.96970000 USDT,1.08243918 USDT,0.00000000 USDT,-70.05213918 USDT,-37.15%
2024-02-29 20:22,2024-02-29 21:28,UNIUSDT USDT-Margin,11.523,11.25750665,68.45,-18.17302000 USDT,0.59768343 USDT,0.00000000 USDT,-18.77070343 USDT,-14.21%
2024-02-29 4:08,2024-02-29 20:25,JUPUSDT USDT-Margin,0.5519,0.5689,892,15.16400000 USDT,0.59985216 USDT,0.32946149 USDT,14.23468635 USDT,17.14%
2024-02-28 16:57,2024-02-29 20:25,1000 FLOKIUSDT USDT-Margin,0.05789,0.0566,8706,-11.23074000 USDT,0.59804996 USDT,0.15025372 USDT,-11.97904368 USDT,-11.86%
2024-02-28 0:25,2024-02-29 20:20,SEIUSDT USDT-Margin,0.8821,0.86221206,804,-15.98990000 USDT,0.48685194 USDT,2.61155985 USDT,-19.08831179 USDT,-18.77%
2024-02-29 13:44,2024-02-29 17:08,1000 BONKUSDT USDT-Margin,0.02352564,0.023735,35054,7.33886500 USDT,0.99400471 USDT,1.49516496 USDT,4.84969533 USDT,4.56%
2024-02-29 17:04,2024-02-29 17:08,JTOUSDT USDT-Margin,2.6384,2.58890373,161,-7.96890000 USDT,0.50495754 USDT,0.00000000 USDT,-8.47385754 USDT,-9.81%
2024-02-28 17:14,2024-02-29 17:03,TIAUSDT USDT-Margin,17.256,17.23333721,86,-1.94900000 USDT,1.03764180 USDT,1.19492538 USDT,-4.18156718 USDT,-1.68%
2024-02-29 5:32,2024-02-29 15:47,FILUSDT USDT-Margin,7.89,8.19874016,50.8,15.68400000 USDT,0.49038480 USDT,0.04075262 USDT,15.15286258 USDT,18.79%
2024-02-29 14:22,2024-02-29 15:39,SUSHIUSDT USDT-Margin,1.576,1.55838143,237,-4.17560000 USDT,0.44570904 USDT,0.00000000 USDT,-4.62130904 USDT,-12.14%
2024-02-29 4:08,2024-02-29 13:44,JTOUSDT USDT-Margin,2.5543,2.50417647,187,-9.37310000 USDT,0.32873401 USDT,0.12820328 USDT,-9.83003729 USDT,-10.18%
2024-02-28 17:03,2024-02-29 5:31,MASKUSDT USDT-Margin,4.925,4.782,94,-13.44200000 USDT,0.54747480 USDT,0.04362540 USDT,-14.03310020 USDT,-14.84%
2024-02-28 17:01,2024-02-28 17:32,UMAUSDT USDT-Margin,4.52426126,3.878,222,-143.47000000 USDT,1.11918120 USDT,0.00000000 USDT,-144.58918120 USDT,-100.40%
2024-02-28 0:26,2024-02-28 17:15,WLDUSDT USDT-Margin,7.3949,8.19482258,93,74.39280000 USDT,0.52604367 USDT,0.14505818 USDT,73.72169815 USDT,53.39%
2024-02-27 0:23,2024-02-28 17:13,WIFUSDT USDT-Margin,0.4732,0.7323,664,172.04240000 USDT,0.48027120 USDT,2.45696427 USDT,169.10516453 USDT,212.51%
2024-02-27 23:44,2024-02-28 17:09,BIGTIMEUSDT USDT-Margin,0.4409,0.4373,1178,-4.24080000 USDT,0.62071176 USDT,0.27263769 USDT,-5.13414945 USDT,-4.91%
2024-02-28 7:31,2024-02-28 17:08,AIUSDT USDT-Margin,1.7388,1.71579,287,-6.60387000 USDT,0.34536260 USDT,0.47890465 USDT,-7.42813725 USDT,-7.42%
2024-02-27 22:58,2024-02-28 17:03,INJUSDT USDT-Margin,40.261544,39.836,25,-10.63860000 USDT,1.20146316 USDT,2.08727133 USDT,-13.92733449 USDT,-6.86%
2024-02-28 15:20,2024-02-28 17:02,XAIUSDT USDT-Margin,1.41,1.4056,354,-1.55760000 USDT,0.34846344 USDT,0.22629760 USDT,-2.13236104 USDT,-2.12%
2024-02-27 18:52,2024-02-28 15:24,1000 FLOKIUSDT USDT-Margin,0.05538,0.05512,8942,-2.32492000 USDT,0.34525062 USDT,0.41137122 USDT,-3.08154184 USDT,-1.23%
2024-02-26 23:19,2024-02-27 16:10,RSRUSDT USDT-Margin,0.003699,0.003447,84346,-21.25519200 USDT,0.36164191 USDT,0.09039641 USDT,-21.70723032 USDT,-34.34%
2024-02-09 20:47,2024-02-27 15:54,AIUSDT USDT-Margin,1.32102566,1.62264,521,157.14107000 USDT,0.92018989 USDT,12.33328694 USDT,143.88759317 USDT,274.40%
2024-02-27 2:30,2024-02-27 15:53,1000 SATSUSDT USDT-Margin,0.0005138,0.0004944,966385,-18.74786900 USDT,0.33632131 USDT,0.11434678 USDT,-19.19853709 USDT,-19.23%
2024-02-26 23:45,2024-02-27 15:53,NTRNUSDT USDT-Margin,1.83629514,1.74329352,247,-22.97140000 USDT,0.53049504 USDT,0.30671178 USDT,-23.80860682 USDT,-45.24%
2024-02-26 23:11,2024-02-27 15:50,BLURUSDT USDT-Margin,0.76216914,0.73728499,1186,-29.51260000 USDT,1.06701156 USDT,0.15060301 USDT,-30.73021457 USDT,-26.91%
2024-02-26 23:44,2024-02-27 15:47,ROSEUSDT USDT-Margin,0.1313,0.1337,4.00E+03,9.60000000 USDT,0.63600000 USDT,0.10385301 USDT,8.86014699 USDT,11.73%
2024-02-27 2:29,2024-02-27 15:08,SEIUSDT USDT-Margin,0.9213,0.88360435,1103,-41.57830000 USDT,0.68823135 USDT,0.18449119 USDT,-42.45102254 USDT,-20.63%
2024-02-26 23:17,2024-02-27 15:08,AUDIOUSDT USDT-Margin,0.2767411,0.2689,1107,-8.68010000 USDT,0.36241482 USDT,0.22056964 USDT,-9.26308446 USDT,-14.95%
2024-02-22 15:33,2024-02-27 15:08,XAIUSDT USDT-Margin,1.30289189,1.4583,481,74.75130000 USDT,0.79687998 USDT,1.48403708 USDT,72.47038294 USDT,126.61%
2024-02-27 2:29,2024-02-27 15:08,SOLUSDT USDT-Margin,111.1102403,108.9180069,8.74,-19.16012000 USDT,1.15382813 USDT,1.04092105 USDT,-21.35486918 USDT,-10.92%
2024-02-27 6:02,2024-02-27 15:07,AGIXUSDT USDT-Margin,0.724,0.70486576,695,-13.29830000 USDT,0.59583702 USDT,0.04953740 USDT,-13.94367442 USDT,-13.75%
2024-02-27 2:30,2024-02-27 15:07,BAKEUSDT USDT-Margin,0.42825371,0.4159,1147,-14.16970000 USDT,0.58094658 USDT,0.04825429 USDT,-14.79890087 USDT,-17.92%
2024-02-27 1:29,2024-02-27 15:00,THETAUSDT USDT-Margin,2.0907,2.0192,188.1,-13.44915000 USDT,0.26721298 USDT,0.12481134 USDT,-13.84117432 USDT,-14.05%
2024-02-16 2:59,2024-02-27 2:28,AGIXUSDT USDT-Margin,0.33,0.7086055,1328,502.78810000 USDT,0.82756086 USDT,2.60918458 USDT,499.35135456 USDT,1257.49%
2024-02-27 0:19,2024-02-27 0:32,DARUSDT USDT-Margin,0.2403,0.2334,1365,-9.41850000 USDT,0.38796030 USDT,0.00000000 USDT,-9.80646030 USDT,-29.73%
2024-02-26 16:06,2024-02-27 0:23,APTUSDT USDT-Margin,10.03783252,10.064,61.5,1.60930000 USDT,0.74175762 USDT,0.39454423 USDT,0.47299815 USDT,0.68%
2024-02-16 2:59,2024-02-27 0:22,WLDUSDT USDT-Margin,3.59224203,7.94432391,138,600.58730000 USDT,0.86001846 USDT,3.13592749 USDT,596.59135405 USDT,1082.77%
2024-02-25 20:25,2024-02-26 23:15,WIFUSDT USDT-Margin,0.3559,0.4646,854,92.82980000 USDT,0.42042420 USDT,0.46073365 USDT,91.94864215 USDT,179.46%
2024-02-25 19:29,2024-02-26 23:09,USTCUSDT USDT-Margin,0.03842,0.03621,7724,-17.07004000 USDT,0.19748723 USDT,0.14152748 USDT,-17.40905471 USDT,-23.37%
2024-02-25 20:27,2024-02-26 23:09,ENSUSDT USDT-Margin,22.243,22.09,27.2,-4.16160000 USDT,0.72351456 USDT,0.18185172 USDT,-5.06696628 USDT,-8.33%
2024-02-24 17:37,2024-02-25 4:18,THETAUSDT USDT-Margin,1.3154,1.29408087,389.9,-8.31233000 USDT,0.61046195 USDT,0.08756530 USDT,-9.01035725 USDT,-17.37%
2024-02-24 19:47,2024-02-25 4:18,NEARUSDT USDT-Margin,3.799,3.724,137,-10.27500000 USDT,0.61839060 USDT,0.19978206 USDT,-11.09317266 USDT,-12.71%
2024-02-24 14:36,2024-02-25 4:18,BLURUSDT USDT-Margin,0.7396,0.7712,678,21.42480000 USDT,0.36386904 USDT,0.10914101 USDT,20.95178995 USDT,33.03%
2024-02-22 16:31,2024-02-24 14:36,FILUSDT USDT-Margin,8.13044314,7.88927922,127.5,-30.74840000 USDT,1.22550876 USDT,1.00767161 USDT,-32.98158037 USDT,-18.18%
2024-02-22 14:35,2024-02-22 16:33,CTSIUSDT USDT-Margin,0.343,0.3383,688,-3.23360000 USDT,0.28124064 USDT,0.02371899 USDT,-3.53855963 USDT,-7.46%
2024-02-21 0:47,2024-02-21 7:57,PHBUSDT USDT-Margin,1.627,1.4643,2.10E+02,-34.16700000 USDT,0.38950380 USDT,0.00000000 USDT,-34.55650380 USDT,-100.59%
2024-02-20 6:17,2024-02-21 0:47,ACHUSDT USDT-Margin,0.02577,0.025,8016,-6.17232000 USDT,0.24418339 USDT,0.06062792 USDT,-6.47713131 USDT,-15.34%
2024-02-19 15:49,2024-02-20 6:16,ACEUSDT USDT-Margin,11.11789474,10.871,38,-9.38200000 USDT,0.50134680 USDT,0.15061589 USDT,-10.03396269 USDT,-18.76%
2024-02-19 8:47,2024-02-19 15:49,AUDIOUSDT USDT-Margin,0.24500452,0.2453,1.26E+03,0.37230000 USDT,0.37067022 USDT,0.00000000 USDT,0.00162978 USDT,0.00%
2024-02-19 8:35,2024-02-19 15:49,ROSEUSDT USDT-Margin,0.12959,0.12751557,3.72E+03,-7.71687000 USDT,0.57385964 USDT,0.00000000 USDT,-8.29072964 USDT,-13.63%
2024-02-17 23:19,2024-02-18 23:17,PHBUSDT USDT-Margin,1.4291,1.3765,172,-9.04720000 USDT,0.16663532 USDT,0.07191151 USDT,-9.28574683 USDT,-37.42%
2024-02-16 20:02,2024-02-18 23:17,ALTUSDT USDT-Margin,0.4183,0.4444,458,11.95380000 USDT,0.14127926 USDT,0.11825467 USDT,11.69426607 USDT,48.69%
2024-02-09 18:59,2024-02-16 2:58,MINAUSDT USDT-Margin,1.26446423,1.4472,471.9,86.23301000 USDT,0.76778061 USDT,1.24440895 USDT,84.22082044 USDT,140.38%
2024-02-15 16:49,2024-02-15 20:17,FILUSDT USDT-Margin,5.912,5.804,63.7,-6.87960000 USDT,0.44778552 USDT,0.00000000 USDT,-7.32738552 USDT,-19.17%
2024-02-07 0:16,2024-02-09 20:47,CHRUSDT USDT-Margin,0.33211654,0.3286,919,-3.23170000 USDT,0.33907190 USDT,0.23640051 USDT,-3.80717241 USDT,-6.23%
2024-02-05 14:46,2024-02-09 18:59,ENSUSDT USDT-Margin,19.15,21.097,26.2,51.01140000 USDT,0.38181784 USDT,0.71944535 USDT,49.91013681 USDT,98.29%
2024-02-07 0:20,2024-02-08 7:45,PENDLEUSDT USDT-Margin,3.2367,2.8265,97,-39.78940000 USDT,0.19589829 USDT,0.08970857 USDT,-40.07500686 USDT,-100.29%
2024-02-04 15:32,2024-02-06 6:48,NMRUSDT USDT-Margin,27.42972826,26.50076087,18.4,-17.09300000 USDT,0.59539260 USDT,-0.38670539 USDT,-17.30168721 USDT,-14.88%
2024-02-02 7:48,2024-02-04 0:06,JUPUSDT USDT-Margin,0.6033,0.5542,819,-40.21290000 USDT,0.56879550 USDT,0.96515795 USDT,-41.74685345 USDT,-66.70%
2024-02-02 7:49,2024-02-03 7:28,ALTUSDT USDT-Margin,0.3712,0.3242,1372,-64.48400000 USDT,0.57245328 USDT,0.14632570 USDT,-65.20277898 USDT,-100.69%
2024-02-02 7:52,2024-02-03 3:29,PYTHUSDT USDT-Margin,0.547,0.4549,5.80E+02,-53.41800000 USDT,0.34866120 USDT,0.10808098 USDT,-53.87474218 USDT,-100.48%
2024-02-02 7:53,2024-02-02 14:23,JTOUSDT USDT-Margin,1.9522,1.9236,177,-5.06220000 USDT,0.41160996 USDT,0.03452031 USDT,-5.50833027 USDT,-11.09%
2024-02-02 7:46,2024-02-02 14:23,ONDOUSDT USDT-Margin,0.2138,0.2115,2255,-5.18650000 USDT,0.57543090 USDT,0.04755464 USDT,-5.80948554 USDT,-10.47%
2024-02-02 4:25,2024-02-02 4:47,ONDOUSDT USDT-Margin,0.2103,0.20893493,4784,-6.53050000 USDT,1.20337194 USDT,0.00000000 USDT,-7.73387194 USDT,-6.77%
2024-02-01 1:21,2024-02-02 4:47,WLDUSDT USDT-Margin,2.24,2.2889,134,6.55260000 USDT,0.21404356 USDT,0.09134516 USDT,6.24721128 USDT,14.51%
2024-01-30 15:08,2024-01-31 19:17,JTOUSDT USDT-Margin,2.13973913,1.97662725,345,-56.27360000 USDT,0.48298284 USDT,0.18840980 USDT,-56.94499264 USDT,-45.91%
2024-01-30 16:22,2024-01-31 19:01,WLDUSDT USDT-Margin,2.5644,2.35721255,247,-51.17530000 USDT,0.41267958 USDT,0.18075600 USDT,-51.76873558 USDT,-56.82%
2024-01-30 16:22,2024-01-31 17:31,MAGICUSDT USDT-Margin,1.2857,1.2129,372.9,-27.14712000 USDT,0.31931800 USDT,0.14301986 USDT,-27.60945786 USDT,-40.16%
2024-01-30 15:19,2024-01-31 9:57,WIFUSDT USDT-Margin,0.3083,0.2643,1365,-60.06000000 USDT,0.25854465 USDT,0.97508920 USDT,-61.29363385 USDT,-101.51%
2024-01-26 16:16,2024-01-30 4:07,XVSUSDT USDT-Margin,12.195,12.356,27,4.34700000 USDT,0.39772620 USDT,0.33498852 USDT,3.61428528 USDT,8.66%
2024-01-29 17:01,2024-01-30 4:07,JTOUSDT USDT-Margin,2.09987249,2.0718,229,-6.42860000 USDT,0.57318780 USDT,0.04749012 USDT,-7.04927792 USDT,-13.04%
2024-01-25 15:29,2024-01-30 4:07,ONDOUSDT USDT-Margin,0.2259,0.2558,4605,137.68950000 USDT,1.33093710 USDT,2.90849602 USDT,133.45006688 USDT,114.90%
2024-01-29 23:35,2024-01-30 4:07,ENSUSDT USDT-Margin,19.87446122,19.41762041,24.5,-11.19260000 USDT,0.57759360 USDT,0.04885473 USDT,-11.81904833 USDT,-23.76%
2024-01-25 18:39,2024-01-30 4:07,UMAUSDT USDT-Margin,4.76603738,4.886,107,12.83600000 USDT,0.61966080 USDT,-8.03276540 USDT,20.24910460 USDT,70.75%
2024-01-26 2:38,2024-01-30 4:07,PENDLEUSDT USDT-Margin,2.5834,2.6529,157,10.91150000 USDT,0.49325946 USDT,0.44116157 USDT,9.97707897 USDT,19.03%
2024-01-29 21:29,2024-01-30 4:07,WIFUSDT USDT-Margin,0.321,0.33495163,1104,15.40260000 USDT,0.43450236 USDT,0.27802498 USDT,14.69007266 USDT,40.05%
2024-01-29 20:18,2024-01-29 21:28,SEIUSDT USDT-Margin,0.69258754,0.68911335,562,-1.95250000 USDT,0.46590954 USDT,0.00000000 USDT,-2.41840954 USDT,-6.14%
2024-01-26 11:00,2024-01-26 23:20,CHRUSDT USDT-Margin,0.2755,0.2753,1075,-0.21500000 USDT,0.35526600 USDT,0.03075038 USDT,-0.60101638 USDT,-1.01%
2024-01-26 2:49,2024-01-26 16:15,WIFUSDT USDT-Margin,0.3857,0.356,874,-25.95780000 USDT,0.22039658 USDT,0.63358039 USDT,-26.81177697 USDT,-39.36%
2024-01-24 7:20,2024-01-24 20:44,OPUSDT USDT-Margin,2.84428046,2.794,157.6,-7.92420000 USDT,0.53315580 USDT,0.08929774 USDT,-8.54665354 USDT,-18.92%
2024-01-24 7:16,2024-01-24 20:44,JTOUSDT USDT-Margin,1.923722,1.901188,3.00E+02,-6.76020000 USDT,0.58169625 USDT,0.11521200 USDT,-7.45710825 USDT,-11.49%
2024-01-24 8:57,2024-01-24 20:44,XAIUSDT USDT-Margin,0.7479,0.7451,4.20E+02,-1.17600000 USDT,0.37623600 USDT,0.03188775 USDT,-1.58412375 USDT,-4.51%
2024-01-23 18:10,2024-01-24 20:44,ASTRUSDT USDT-Margin,0.16724206,0.16977445,6013,15.22729000 USDT,1.21588815 USDT,0.16280146 USDT,13.84860039 USDT,9.56%
2024-01-23 17:07,2024-01-24 20:44,TIAUSDT USDT-Margin,15.285,15.827,31,16.80200000 USDT,0.57868320 USDT,-2.14034322 USDT,18.36366002 USDT,27.03%
2024-01-24 8:45,2024-01-24 20:44,AIUSDT USDT-Margin,1.05787,1.02276,3.70E+02,-12.99070000 USDT,0.46189986 USDT,0.03883134 USDT,-13.49143120 USDT,-27.45%
2024-01-23 18:12,2024-01-24 12:38,UMAUSDT USDT-Margin,5.603,5.577,74,-1.92400000 USDT,0.28908100 USDT,-2.18754616 USDT,-0.02553484 USDT,-0.03%
2024-01-24 8:08,2024-01-24 8:42,MANTAUSDT USDT-Margin,2.6833,2.6254,129,-7.46910000 USDT,0.41089338 USDT,0.00000000 USDT,-7.87999338 USDT,-22.45%
2024-01-23 21:59,2024-01-24 8:41,ONDOUSDT USDT-Margin,0.2319,0.2319,1941,0.00000000 USDT,0.54014148 USDT,0.09478140 USDT,-0.63492288 USDT,-1.12%
2024-01-23 17:08,2024-01-24 3:10,MOVRUSDT USDT-Margin,22.30435,22.204,2.00E+01,-2.00700000 USDT,0.53410020 USDT,0.04518282 USDT,-2.58628302 USDT,-3.18%
2024-01-23 17:12,2024-01-23 21:58,RUNEUSDT USDT-Margin,3.908,3.889,122,-2.31800000 USDT,0.57074040 USDT,0.00000000 USDT,-2.88874040 USDT,-3.01%
2024-01-22 15:37,2024-01-22 19:30,SSVUSDT USDT-Margin,31.22,31.16,22.88,-1.37280000 USDT,0.85635264 USDT,0.07307781 USDT,-2.30223045 USDT,-4.79%
2024-01-19 18:29,2024-01-22 19:30,CHRUSDT USDT-Margin,0.23045809,0.23692447,1.99E+03,12.86810000 USDT,0.51886978 USDT,0.41412216 USDT,11.93510806 USDT,43.82%
2024-01-21 6:04,2024-01-22 19:30,XAIUSDT USDT-Margin,0.8184,0.75330664,301,-19.59310000 USDT,0.28385022 USDT,0.12068985 USDT,-19.99764007 USDT,-48.30%
2024-01-20 8:18,2024-01-22 19:22,PYTHUSDT USDT-Margin,0.39117618,0.38313622,1637,-13.16140000 USDT,0.69443814 USDT,0.38017995 USDT,-14.23601809 USDT,-11.01%
2024-01-19 21:30,2024-01-22 19:21,PENDLEUSDT USDT-Margin,2.1674,2.0901,198,-15.30540000 USDT,0.50579100 USDT,0.38787758 USDT,-16.19906858 USDT,-23.37%
2024-01-20 22:58,2024-01-22 10:26,SUSHIUSDT USDT-Margin,1.1745,1.0571,234,-27.47160000 USDT,0.31331664 USDT,0.13427175 USDT,-27.91918839 USDT,-101.04%
2024-01-19 18:29,2024-01-20 5:28,ENSUSDT USDT-Margin,19.43026626,19.38299092,66.1,-3.12490000 USDT,1.20518938 USDT,0.13237554 USDT,-4.46246492 USDT,-9.90%
2024-01-19 18:31,2024-01-20 2:21,SUIUSDT USDT-Margin,1.1355,1.1349,469,-0.28140000 USDT,0.63889056 USDT,0.05467356 USDT,-0.97496412 USDT,-2.36%
2024-01-19 21:19,2024-01-20 1:41,RADUSDT USDT-Margin,2.528,2.212,92,-29.07200000 USDT,0.26164800 USDT,-0.63661678 USDT,-28.69703122 USDT,-98.29%
2024-01-19 18:35,2024-01-19 22:37,MAVUSDT USDT-Margin,0.53812011,0.5339,1114,-4.70120000 USDT,0.71653824 USDT,0.00000000 USDT,-5.41773824 USDT,-10.64%
2024-01-19 18:32,2024-01-19 21:16,NTRNUSDT USDT-Margin,1.2110871,1.20557209,473,-2.60860000 USDT,0.68584788 USDT,0.00000000 USDT,-3.29444788 USDT,-9.11%
2024-01-19 19:03,2024-01-19 21:16,RADUSDT USDT-Margin,2.49253012,2.47101807,99.6,-2.14260000 USDT,0.29662164 USDT,0.00000000 USDT,-2.43922164 USDT,-7.66%
2024-01-16 15:51,2024-01-19 2:35,CHRUSDT USDT-Margin,0.25846097,0.24165832,3577,-60.10310000 USDT,0.97605927 USDT,0.52546270 USDT,-61.60462197 USDT,-39.86%
2024-01-17 21:05,2024-01-19 2:35,BLURUSDT USDT-Margin,0.67405904,0.63169679,996,-42.19280000 USDT,0.78031968 USDT,0.21431089 USDT,-43.18743057 USDT,-45.46%
2024-01-18 15:04,2024-01-19 2:35,COTIUSDT USDT-Margin,0.06314,0.05557,4786,-36.23002000 USDT,0.18979362 USDT,0.05541709 USDT,-36.47523071 USDT,-74.34%
2024-01-18 18:15,2024-01-19 1:56,PENDLEUSDT USDT-Margin,1.9156,1.9688,-264,-14.04480000 USDT,0.61528896 USDT,-0.05085784 USDT,-14.60923112 USDT,-28.32%
2024-01-18 18:21,2024-01-18 20:17,CFXUSDT USDT-Margin,0.21396162,0.2137574,4185,-0.85470000 USDT,1.07400246 USDT,0.00000000 USDT,-1.92870246 USDT,-2.77%
2024-01-18 19:56,2024-01-18 20:00,ORDIUSDT USDT-Margin,68.01916482,68.1628336,-6.31,-0.90655000 USDT,0.51558505 USDT,0.00000000 USDT,-1.42213505 USDT,-1.96%
2024-01-18 19:29,2024-01-18 19:46,ASTRUSDT USDT-Margin,0.16871,0.16667852,6708,-13.62717000 USDT,0.78401837 USDT,0.00000000 USDT,-14.41118837 USDT,-8.85%
2024-01-16 17:31,2024-01-18 19:03,ASTRUSDT USDT-Margin,0.16597614,0.166,6794,0.16210000 USDT,1.35326754 USDT,0.50427762 USDT,-1.69544516 USDT,-1.04%
2024-01-18 14:35,2024-01-18 16:25,CFXUSDT USDT-Margin,0.22108485,0.2216,2337,1.20390000 USDT,0.62073270 USDT,0.05370426 USDT,0.52946304 USDT,1.09%
2024-01-18 15:49,2024-01-18 16:17,ACHUSDT USDT-Margin,0.01949578,0.01928,25775,-5.56184000 USDT,0.59966750 USDT,0.05027330 USDT,-6.21178080 USDT,-8.57%
2024-01-17 20:35,2024-01-18 15:48,SOLUSDT USDT-Margin,101.2674249,99.34103211,21.49,-41.39818000 USDT,2.58664544 USDT,0.33867055 USDT,-44.32349599 USDT,-14.76%
2024-01-18 14:59,2024-01-18 15:03,ACHUSDT USDT-Margin,0.01935,0.01934,21163,-0.21163000 USDT,0.49127788 USDT,0.00000000 USDT,-0.70290788 USDT,-3.39%
2024-01-18 7:14,2024-01-18 14:37,DYDXUSDT USDT-Margin,3.22006643,3.063,114.4,-17.96840000 USDT,0.43126968 USDT,0.03648783 USDT,-18.43615751 USDT,-29.51%
2024-01-17 5:33,2024-01-17 20:39,MOVRUSDT USDT-Margin,25.97425,25.12416667,12,-10.20100000 USDT,0.36790860 USDT,0.05997730 USDT,-10.62888590 USDT,-18.56%
2024-01-17 5:33,2024-01-17 20:39,KSMUSDT USDT-Margin,43.27,41.83,9.2,-13.24800000 USDT,0.46975200 USDT,0.07684732 USDT,-13.79459932 USDT,-20.63%
2024-01-17 19:15,2024-01-17 20:39,PENDLEUSDT USDT-Margin,2.0646,2.0255,234,-9.14940000 USDT,0.57425004 USDT,0.00000000 USDT,-9.72365004 USDT,-8.00%
2024-01-16 20:44,2024-01-17 7:54,ENSUSDT USDT-Margin,22.515,22.47925743,20.2,-0.72200000 USDT,0.31792890 USDT,0.04702436 USDT,-1.08695326 USDT,-1.89%
2024-01-16 20:52,2024-01-17 7:54,SOLUSDT USDT-Margin,97.232,97.15512697,11.42,-0.87789000 USDT,1.33194059 USDT,0.11147419 USDT,-2.32130478 USDT,-5.55%
2024-01-17 3:22,2024-01-17 6:21,SUIUSDT USDT-Margin,1.3116,1.21623512,467,-44.53540000 USDT,0.70829940 USDT,0.00000000 USDT,-45.24369940 USDT,-73.33%
2024-01-16 20:59,2024-01-17 6:07,1000 BONKUSDT USDT-Margin,0.01403,0.01384,28669,-5.44711000 USDT,0.27828998 USDT,0.04033728 USDT,-5.76573726 USDT,-11.36%
2024-01-16 16:04,2024-01-17 4:26,PENDLEUSDT USDT-Margin,2.0296,2.0168,203,-2.59840000 USDT,0.49285152 USDT,0.04221466 USDT,-3.13346618 USDT,-3.66%
2024-01-16 15:34,2024-01-17 4:26,BLURUSDT USDT-Margin,0.69153413,0.69047846,1207,-1.27420000 USDT,1.00085352 USDT,0.17000803 USDT,-2.44506155 USDT,-1.45%
2024-01-16 15:37,2024-01-17 3:22,ARBUSDT USDT-Margin,2.1357,2.12145335,403,-5.74140000 USDT,1.02937968 USDT,0.08540400 USDT,-6.85618368 USDT,-3.94%
2024-01-16 17:31,2024-01-16 22:08,CHZUSDT USDT-Margin,0.10833,0.1057448,3931,-10.16242000 USDT,0.50491682 USDT,0.00000000 USDT,-10.66733682 USDT,-19.75%
2024-01-16 15:56,2024-01-16 20:58,KSMUSDT USDT-Margin,42.29,41.98696335,19.1,-5.78800000 USDT,0.96581400 USDT,0.08050650 USDT,-6.83432050 USDT,-5.05%
2024-01-16 16:51,2024-01-16 17:32,ENSUSDT USDT-Margin,22.41323901,22.35242308,36.4,-2.21370000 USDT,0.78056206 USDT,0.00000000 USDT,-2.99426206 USDT,-3.63%
2024-01-16 15:59,2024-01-16 16:05,CHZUSDT USDT-Margin,0.10700667,0.10601,4009,-3.99564000 USDT,0.51239029 USDT,0.04285712 USDT,-4.55088741 USDT,-8.38%
2024-01-16 15:38,2024-01-16 15:56,SUIUSDT USDT-Margin,1.28439872,1.26968672,625,-9.19500000 USDT,0.95778204 USDT,0.00000000 USDT,-10.15278204 USDT,-6.22%
2024-01-15 17:24,2024-01-16 14:37,JTOUSDT USDT-Margin,2.5176,2.4262,287,-26.23180000 USDT,0.85132236 USDT,0.13647590 USDT,-27.21959826 USDT,-25.93%
2024-01-15 6:00,2024-01-16 14:37,KSMUSDT USDT-Margin,41.98,41.15,5.1,-4.23300000 USDT,0.25437780 USDT,0.08452777 USDT,-4.57190557 USDT,-8.50%
2024-01-15 18:29,2024-01-16 14:37,1000 BONKUSDT USDT-Margin,0.01431262,0.01358454,25543,-18.59721400 USDT,0.42754624 USDT,0.07039890 USDT,-19.09515914 USDT,-71.79%
